task_id,method,policy_seed,condition,rollout_index,paired_eval_seed,success,recovery_success,failed,steps,checkpoint_sha256,cuda_used
transport_recovery,pathgraph_reward_v1_locked,20260912,drop_regrasp,0,20260920,1,1,0,10,160c8edc96f50265d6a866766abf6fb7fbe0743ec83056959c08af4bdb1dd07c,True
transport_recovery,pathgraph_reward_v1_locked,20260912,drop_regrasp,1,20260921,1,1,0,10,160c8edc96f50265d6a866766abf6fb7fbe0743ec83056959c08af4bdb1dd07c,True
transport_recovery,pathgraph_reward_v1_locked,20260912,drop_regrasp,2,20260922,1,1,0,10,160c8edc96f50265d6a866766abf6fb7fbe0743ec83056959c08af4bdb1dd07c,True
transport_recovery,pathgraph_reward_v1_locked,20260912,drop_regrasp,3,20260923,1,1,0,10,160c8edc96f50265d6a866766abf6fb7fbe0743ec83056959c08af4bdb1dd07c,True
transport_recovery,pathgraph_reward_v1_locked,20260912,drop_regrasp,4,20260924,1,1,0,10,160c8edc96f50265d6a866766abf6fb7fbe0743ec83056959c08af4bdb1dd07c,True
transport_recovery,pathgraph_reward_v1_locked,20260912,drop_regrasp,5,20260925,1,1,0,10,160c8edc96f50265d6a866766abf6fb7fbe0743ec83056959c08af4bdb1dd07c,True
transport_recovery,pathgraph_reward_v1_locked,20260912,drop_regrasp,6,20260926,1,1,0,10,160c8edc96f50265d6a866766abf6fb7fbe0743ec83056959c08af4bdb1dd07c,True
transport_recovery,pathgraph_reward_v1_locked,20260912,drop_regrasp,7,20260927,1,1,0,10,160c8edc96f50265d6a866766abf6fb7fbe0743ec83056959c08af4bdb1dd07c,True
transport_recovery,pathgraph_reward_v1_locked,20260912,drop_regrasp,8,20260928,1,1,0,10,160c8edc96f50265d6a866766abf6fb7fbe0743ec83056959c08af4bdb1dd07c,True
transport_recovery,pathgraph_reward_v1_locked,20260912,drop_regrasp,9,20260929,1,1,0,10,160c8edc96f50265d6a866766abf6fb7fbe0743ec83056959c08af4bdb1dd07c,True
