task_id,method,policy_seed,condition,rollout_index,paired_eval_seed,success,recovery_success,failed,steps,checkpoint_sha256,cuda_used
transport_dual_order,pathgraph_reward_v1_locked,20260914,A_first,20,20260940,1,0,0,8,8b717298d875f7a0630deb2acc03e6a200d00d8fb5b23cd321ea1da41730822e,True
transport_dual_order,pathgraph_reward_v1_locked,20260914,A_first,21,20260941,1,0,0,8,8b717298d875f7a0630deb2acc03e6a200d00d8fb5b23cd321ea1da41730822e,True
transport_dual_order,pathgraph_reward_v1_locked,20260914,A_first,22,20260942,1,0,0,8,8b717298d875f7a0630deb2acc03e6a200d00d8fb5b23cd321ea1da41730822e,True
transport_dual_order,pathgraph_reward_v1_locked,20260914,A_first,23,20260943,1,0,0,8,8b717298d875f7a0630deb2acc03e6a200d00d8fb5b23cd321ea1da41730822e,True
transport_dual_order,pathgraph_reward_v1_locked,20260914,A_first,24,20260944,1,0,0,8,8b717298d875f7a0630deb2acc03e6a200d00d8fb5b23cd321ea1da41730822e,True
transport_dual_order,pathgraph_reward_v1_locked,20260914,A_first,25,20260945,1,0,0,8,8b717298d875f7a0630deb2acc03e6a200d00d8fb5b23cd321ea1da41730822e,True
transport_dual_order,pathgraph_reward_v1_locked,20260914,A_first,26,20260946,1,0,0,8,8b717298d875f7a0630deb2acc03e6a200d00d8fb5b23cd321ea1da41730822e,True
transport_dual_order,pathgraph_reward_v1_locked,20260914,A_first,27,20260947,1,0,0,8,8b717298d875f7a0630deb2acc03e6a200d00d8fb5b23cd321ea1da41730822e,True
transport_dual_order,pathgraph_reward_v1_locked,20260914,A_first,28,20260948,1,0,0,8,8b717298d875f7a0630deb2acc03e6a200d00d8fb5b23cd321ea1da41730822e,True
transport_dual_order,pathgraph_reward_v1_locked,20260914,A_first,29,20260949,1,0,0,8,8b717298d875f7a0630deb2acc03e6a200d00d8fb5b23cd321ea1da41730822e,True
