task_id,method,policy_seed,condition,rollout_index,paired_eval_seed,success,recovery_success,failed,steps,checkpoint_sha256,cuda_used
transport_recovery,linear_sarm_equiv,20260912,natural,0,20260920,1,0,0,12,148ba1c81667d292ed2e10f7b990944a854352c7e16f6184c1f044db169d0cf7,True
transport_recovery,linear_sarm_equiv,20260912,natural,1,20260921,1,0,0,12,148ba1c81667d292ed2e10f7b990944a854352c7e16f6184c1f044db169d0cf7,True
transport_recovery,linear_sarm_equiv,20260912,natural,2,20260922,1,0,0,12,148ba1c81667d292ed2e10f7b990944a854352c7e16f6184c1f044db169d0cf7,True
transport_recovery,linear_sarm_equiv,20260912,natural,3,20260923,1,0,0,12,148ba1c81667d292ed2e10f7b990944a854352c7e16f6184c1f044db169d0cf7,True
transport_recovery,linear_sarm_equiv,20260912,natural,4,20260924,1,0,0,12,148ba1c81667d292ed2e10f7b990944a854352c7e16f6184c1f044db169d0cf7,True
transport_recovery,linear_sarm_equiv,20260912,natural,5,20260925,1,0,0,12,148ba1c81667d292ed2e10f7b990944a854352c7e16f6184c1f044db169d0cf7,True
transport_recovery,linear_sarm_equiv,20260912,natural,6,20260926,1,0,0,12,148ba1c81667d292ed2e10f7b990944a854352c7e16f6184c1f044db169d0cf7,True
transport_recovery,linear_sarm_equiv,20260912,natural,7,20260927,1,0,0,12,148ba1c81667d292ed2e10f7b990944a854352c7e16f6184c1f044db169d0cf7,True
transport_recovery,linear_sarm_equiv,20260912,natural,8,20260928,1,0,0,12,148ba1c81667d292ed2e10f7b990944a854352c7e16f6184c1f044db169d0cf7,True
transport_recovery,linear_sarm_equiv,20260912,natural,9,20260929,1,0,0,12,148ba1c81667d292ed2e10f7b990944a854352c7e16f6184c1f044db169d0cf7,True
