episode_id,task_id,root_group_id,evidence_tier,cost_contract_id,step,edge_type,available_at_ns,method,reward_mu,reward_lcb,weight_positive,failure_debt_before,failure_debt_after,recovery_cap_applied,raw_core,clipped_core,clip_applied,parity_error,cost_delta_mu,phi_delta_mu,loop_penalty,uncertainty_penalty,potential_before,potential_after,outstanding_failure_tokens,score_status
L2P_00_00_220701_r00,transport_recovery,L2P_00_00_220701,CAUSAL_STATE_REPLAY,P1_NORMALIZED_RUNTIME_GRAPH_V1,2,forward,649999976,NO_RECOVERY_CREDIT,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.0,0.0,False,0.16666666666666669,0.16666666666666669,False,0.0,0.16666666666666669,0.0,0.0,0.0,,,,
L2P_00_00_220701_r00,transport_recovery,L2P_00_00_220701,CAUSAL_STATE_REPLAY,P1_NORMALIZED_RUNTIME_GRAPH_V1,3,none,1049999952,NO_RECOVERY_CREDIT,0.48658235334654343,0.48658235334654343,0.48658235334654343,0.0,0.0,False,0.48658235334654343,0.48658235334654343,False,0.0,0.0,0.9731647066930869,0.0,0.0,,,,
L2P_00_00_220701_r00,transport_recovery,L2P_00_00_220701,CAUSAL_STATE_REPLAY,P1_NORMALIZED_RUNTIME_GRAPH_V1,4,none,1250000000,NO_RECOVERY_CREDIT,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,,,,
L2P_00_00_220701_r00,transport_recovery,L2P_00_00_220701,CAUSAL_STATE_REPLAY,P1_NORMALIZED_RUNTIME_GRAPH_V1,5,none,1450000048,NO_RECOVERY_CREDIT,0.004114514271368219,0.004114514271368219,0.004114514271368219,0.0,0.0,False,0.004114514271368219,0.004114514271368219,False,0.0,0.0,0.008229028542736438,0.0,0.0,,,,
L2P_00_00_220701_r00,transport_recovery,L2P_00_00_220701,CAUSAL_STATE_REPLAY,P1_NORMALIZED_RUNTIME_GRAPH_V1,6,forward,1950000048,NO_RECOVERY_CREDIT,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,False,0.16666666666666666,0.16666666666666666,False,0.0,0.16666666666666666,0.0,0.0,0.0,,,,
L2P_00_00_220701_r00,transport_recovery,L2P_00_00_220701,CAUSAL_STATE_REPLAY,P1_NORMALIZED_RUNTIME_GRAPH_V1,7,forward,2099999905,NO_RECOVERY_CREDIT,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,False,0.16666666666666666,0.16666666666666666,False,0.0,0.16666666666666666,0.0,0.0,0.0,,,,
L2P_00_00_220701_r00,transport_recovery,L2P_00_00_220701,CAUSAL_STATE_REPLAY,P1_NORMALIZED_RUNTIME_GRAPH_V1,8,none,2250000000,NO_RECOVERY_CREDIT,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,,,,
L2P_00_00_220701_r00,transport_recovery,L2P_00_00_220701,CAUSAL_STATE_REPLAY,P1_NORMALIZED_RUNTIME_GRAPH_V1,9,none,2400000095,NO_RECOVERY_CREDIT,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,,,,
L2P_00_00_220701_r00,transport_recovery,L2P_00_00_220701,CAUSAL_STATE_REPLAY,P1_NORMALIZED_RUNTIME_GRAPH_V1,10,none,2549999952,NO_RECOVERY_CREDIT,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,,,,
L2P_00_00_220701_r00,transport_recovery,L2P_00_00_220701,CAUSAL_STATE_REPLAY,P1_NORMALIZED_RUNTIME_GRAPH_V1,11,none,2700000048,NO_RECOVERY_CREDIT,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,,,,
L2P_02_00_220701_r00,transport_recovery,L2P_02_00_220701,CAUSAL_STATE_REPLAY,P1_NORMALIZED_RUNTIME_GRAPH_V1,0,none,349999994,SPARSE_TERMINAL,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,,,,,,,,
L2P_02_00_220701_r00,transport_recovery,L2P_02_00_220701,CAUSAL_STATE_REPLAY,P1_NORMALIZED_RUNTIME_GRAPH_V1,1,forward,449999988,SPARSE_TERMINAL,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,,,,,,,,
L2P_02_00_220701_r00,transport_recovery,L2P_02_00_220701,CAUSAL_STATE_REPLAY,P1_NORMALIZED_RUNTIME_GRAPH_V1,2,forward,649999976,SPARSE_TERMINAL,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,,,,,,,,
L2P_02_00_220701_r00,transport_recovery,L2P_02_00_220701,CAUSAL_STATE_REPLAY,P1_NORMALIZED_RUNTIME_GRAPH_V1,3,none,1049999952,SPARSE_TERMINAL,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,,,,,,,,
L2P_02_00_220701_r00,transport_recovery,L2P_02_00_220701,CAUSAL_STATE_REPLAY,P1_NORMALIZED_RUNTIME_GRAPH_V1,4,none,1250000000,SPARSE_TERMINAL,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,,,,,,,,
L2P_02_00_220701_r00,transport_recovery,L2P_02_00_220701,CAUSAL_STATE_REPLAY,P1_NORMALIZED_RUNTIME_GRAPH_V1,5,none,1450000048,SPARSE_TERMINAL,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,,,,,,,,
L2P_02_00_220701_r00,transport_recovery,L2P_02_00_220701,CAUSAL_STATE_REPLAY,P1_NORMALIZED_RUNTIME_GRAPH_V1,6,forward,1950000048,SPARSE_TERMINAL,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,,,,,,,,
L2P_02_00_220701_r00,transport_recovery,L2P_02_00_220701,CAUSAL_STATE_REPLAY,P1_NORMALIZED_RUNTIME_GRAPH_V1,7,forward,2099999905,SPARSE_TERMINAL,1.0,1.0,1.0,0.0,0.0,False,1.0,1.0,False,0.0,,,,,,,,
L2P_02_00_220701_r00,transport_recovery,L2P_02_00_220701,CAUSAL_STATE_REPLAY,P1_NORMALIZED_RUNTIME_GRAPH_V1,8,none,2250000000,SPARSE_TERMINAL,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,,,,,,,,
L2P_02_00_220701_r00,transport_recovery,L2P_02_00_220701,CAUSAL_STATE_REPLAY,P1_NORMALIZED_RUNTIME_GRAPH_V1,9,none,2400000095,SPARSE_TERMINAL,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,,,,,,,,
L2P_02_00_220701_r00,transport_recovery,L2P_02_00_220701,CAUSAL_STATE_REPLAY,P1_NORMALIZED_RUNTIME_GRAPH_V1,10,none,2549999952,SPARSE_TERMINAL,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,,,,,,,,
L2P_02_00_220701_r00,transport_recovery,L2P_02_00_220701,CAUSAL_STATE_REPLAY,P1_NORMALIZED_RUNTIME_GRAPH_V1,11,none,2700000048,SPARSE_TERMINAL,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,,,,,,,,
L2P_02_00_220701_r00,transport_recovery,L2P_02_00_220701,CAUSAL_STATE_REPLAY,P1_NORMALIZED_RUNTIME_GRAPH_V1,0,none,349999994,LINEAR_FIXED_ORDER,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,,,,,,,,
L2P_02_00_220701_r00,transport_recovery,L2P_02_00_220701,CAUSAL_STATE_REPLAY,P1_NORMALIZED_RUNTIME_GRAPH_V1,1,forward,449999988,LINEAR_FIXED_ORDER,0.25,0.25,0.25,0.0,0.0,False,0.25,0.25,False,0.0,,,,,,,,
L2P_02_00_220701_r00,transport_recovery,L2P_02_00_220701,CAUSAL_STATE_REPLAY,P1_NORMALIZED_RUNTIME_GRAPH_V1,2,forward,649999976,LINEAR_FIXED_ORDER,0.25,0.25,0.25,0.0,0.0,False,0.25,0.25,False,0.0,,,,,,,,
L2P_02_00_220701_r00,transport_recovery,L2P_02_00_220701,CAUSAL_STATE_REPLAY,P1_NORMALIZED_RUNTIME_GRAPH_V1,3,none,1049999952,LINEAR_FIXED_ORDER,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,,,,,,,,
L2P_02_00_220701_r00,transport_recovery,L2P_02_00_220701,CAUSAL_STATE_REPLAY,P1_NORMALIZED_RUNTIME_GRAPH_V1,4,none,1250000000,LINEAR_FIXED_ORDER,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,,,,,,,,
L2P_02_00_220701_r00,transport_recovery,L2P_02_00_220701,CAUSAL_STATE_REPLAY,P1_NORMALIZED_RUNTIME_GRAPH_V1,5,none,1450000048,LINEAR_FIXED_ORDER,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,,,,,,,,
L2P_02_00_220701_r00,transport_recovery,L2P_02_00_220701,CAUSAL_STATE_REPLAY,P1_NORMALIZED_RUNTIME_GRAPH_V1,6,forward,1950000048,LINEAR_FIXED_ORDER,0.25,0.25,0.25,0.0,0.0,False,0.25,0.25,False,0.0,,,,,,,,
L2P_02_00_220701_r00,transport_recovery,L2P_02_00_220701,CAUSAL_STATE_REPLAY,P1_NORMALIZED_RUNTIME_GRAPH_V1,7,forward,2099999905,LINEAR_FIXED_ORDER,0.25,0.25,0.25,0.0,0.0,False,0.25,0.25,False,0.0,,,,,,,,
L2P_02_00_220701_r00,transport_recovery,L2P_02_00_220701,CAUSAL_STATE_REPLAY,P1_NORMALIZED_RUNTIME_GRAPH_V1,8,none,2250000000,LINEAR_FIXED_ORDER,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,,,,,,,,
L2P_02_00_220701_r00,transport_recovery,L2P_02_00_220701,CAUSAL_STATE_REPLAY,P1_NORMALIZED_RUNTIME_GRAPH_V1,9,none,2400000095,LINEAR_FIXED_ORDER,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,,,,,,,,
L2P_02_00_220701_r00,transport_recovery,L2P_02_00_220701,CAUSAL_STATE_REPLAY,P1_NORMALIZED_RUNTIME_GRAPH_V1,10,none,2549999952,LINEAR_FIXED_ORDER,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,,,,,,,,
L2P_02_00_220701_r00,transport_recovery,L2P_02_00_220701,CAUSAL_STATE_REPLAY,P1_NORMALIZED_RUNTIME_GRAPH_V1,11,none,2700000048,LINEAR_FIXED_ORDER,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,,,,,,,,
L2P_02_00_220701_r00,transport_recovery,L2P_02_00_220701,CAUSAL_STATE_REPLAY,P1_NORMALIZED_RUNTIME_GRAPH_V1,0,none,349999994,UNORDERED_COMPLETION_PROGRESS,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,,,,,,,,
L2P_02_00_220701_r00,transport_recovery,L2P_02_00_220701,CAUSAL_STATE_REPLAY,P1_NORMALIZED_RUNTIME_GRAPH_V1,1,forward,449999988,UNORDERED_COMPLETION_PROGRESS,0.25,0.25,0.25,0.0,0.0,False,0.25,0.25,False,0.0,,,,,,,,
L2P_02_00_220701_r00,transport_recovery,L2P_02_00_220701,CAUSAL_STATE_REPLAY,P1_NORMALIZED_RUNTIME_GRAPH_V1,2,forward,649999976,UNORDERED_COMPLETION_PROGRESS,0.25,0.25,0.25,0.0,0.0,False,0.25,0.25,False,0.0,,,,,,,,
L2P_02_00_220701_r00,transport_recovery,L2P_02_00_220701,CAUSAL_STATE_REPLAY,P1_NORMALIZED_RUNTIME_GRAPH_V1,3,none,1049999952,UNORDERED_COMPLETION_PROGRESS,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,,,,,,,,
L2P_02_00_220701_r00,transport_recovery,L2P_02_00_220701,CAUSAL_STATE_REPLAY,P1_NORMALIZED_RUNTIME_GRAPH_V1,4,none,1250000000,UNORDERED_COMPLETION_PROGRESS,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,,,,,,,,
L2P_02_00_220701_r00,transport_recovery,L2P_02_00_220701,CAUSAL_STATE_REPLAY,P1_NORMALIZED_RUNTIME_GRAPH_V1,5,none,1450000048,UNORDERED_COMPLETION_PROGRESS,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,,,,,,,,
L2P_02_00_220701_r00,transport_recovery,L2P_02_00_220701,CAUSAL_STATE_REPLAY,P1_NORMALIZED_RUNTIME_GRAPH_V1,6,forward,1950000048,UNORDERED_COMPLETION_PROGRESS,0.25,0.25,0.25,0.0,0.0,False,0.25,0.25,False,0.0,,,,,,,,
L2P_02_00_220701_r00,transport_recovery,L2P_02_00_220701,CAUSAL_STATE_REPLAY,P1_NORMALIZED_RUNTIME_GRAPH_V1,7,forward,2099999905,UNORDERED_COMPLETION_PROGRESS,0.25,0.25,0.25,0.0,0.0,False,0.25,0.25,False,0.0,,,,,,,,
L2P_02_00_220701_r00,transport_recovery,L2P_02_00_220701,CAUSAL_STATE_REPLAY,P1_NORMALIZED_RUNTIME_GRAPH_V1,8,none,2250000000,UNORDERED_COMPLETION_PROGRESS,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,,,,,,,,
L2P_02_00_220701_r00,transport_recovery,L2P_02_00_220701,CAUSAL_STATE_REPLAY,P1_NORMALIZED_RUNTIME_GRAPH_V1,9,none,2400000095,UNORDERED_COMPLETION_PROGRESS,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,,,,,,,,
L2P_02_00_220701_r00,transport_recovery,L2P_02_00_220701,CAUSAL_STATE_REPLAY,P1_NORMALIZED_RUNTIME_GRAPH_V1,10,none,2549999952,UNORDERED_COMPLETION_PROGRESS,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,,,,,,,,
L2P_02_00_220701_r00,transport_recovery,L2P_02_00_220701,CAUSAL_STATE_REPLAY,P1_NORMALIZED_RUNTIME_GRAPH_V1,11,none,2700000048,UNORDERED_COMPLETION_PROGRESS,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,,,,,,,,
L2P_02_00_220701_r00,transport_recovery,L2P_02_00_220701,CAUSAL_STATE_REPLAY,P1_NORMALIZED_RUNTIME_GRAPH_V1,0,none,349999994,GRAPH_COST_ONLY,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,,,,
L2P_02_00_220701_r00,transport_recovery,L2P_02_00_220701,CAUSAL_STATE_REPLAY,P1_NORMALIZED_RUNTIME_GRAPH_V1,1,forward,449999988,GRAPH_COST_ONLY,0.16666666666666663,0.16666666666666663,0.16666666666666663,0.0,0.0,False,0.16666666666666663,0.16666666666666663,False,0.0,0.16666666666666663,0.0,0.0,0.0,,,,
L2P_02_00_220701_r00,transport_recovery,L2P_02_00_220701,CAUSAL_STATE_REPLAY,P1_NORMALIZED_RUNTIME_GRAPH_V1,2,forward,649999976,GRAPH_COST_ONLY,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.0,0.0,False,0.16666666666666669,0.16666666666666669,False,0.0,0.16666666666666669,0.0,0.0,0.0,,,,
L2P_02_00_220701_r00,transport_recovery,L2P_02_00_220701,CAUSAL_STATE_REPLAY,P1_NORMALIZED_RUNTIME_GRAPH_V1,3,none,1049999952,GRAPH_COST_ONLY,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.8225217439680319,0.0,0.0,,,,
L2P_02_00_220701_r00,transport_recovery,L2P_02_00_220701,CAUSAL_STATE_REPLAY,P1_NORMALIZED_RUNTIME_GRAPH_V1,4,none,1250000000,GRAPH_COST_ONLY,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,,,,
L2P_02_00_220701_r00,transport_recovery,L2P_02_00_220701,CAUSAL_STATE_REPLAY,P1_NORMALIZED_RUNTIME_GRAPH_V1,5,none,1450000048,GRAPH_COST_ONLY,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0557087862434652,0.0,0.0,,,,
L2P_02_00_220701_r00,transport_recovery,L2P_02_00_220701,CAUSAL_STATE_REPLAY,P1_NORMALIZED_RUNTIME_GRAPH_V1,6,forward,1950000048,GRAPH_COST_ONLY,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,False,0.16666666666666666,0.16666666666666666,False,0.0,0.16666666666666666,0.0,0.0,0.0,,,,
L2P_02_00_220701_r00,transport_recovery,L2P_02_00_220701,CAUSAL_STATE_REPLAY,P1_NORMALIZED_RUNTIME_GRAPH_V1,7,forward,2099999905,GRAPH_COST_ONLY,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,False,0.16666666666666666,0.16666666666666666,False,0.0,0.16666666666666666,0.0,0.0,0.0,,,,
L2P_02_00_220701_r00,transport_recovery,L2P_02_00_220701,CAUSAL_STATE_REPLAY,P1_NORMALIZED_RUNTIME_GRAPH_V1,8,none,2250000000,GRAPH_COST_ONLY,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,,,,
L2P_02_00_220701_r00,transport_recovery,L2P_02_00_220701,CAUSAL_STATE_REPLAY,P1_NORMALIZED_RUNTIME_GRAPH_V1,9,none,2400000095,GRAPH_COST_ONLY,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,,,,
L2P_02_00_220701_r00,transport_recovery,L2P_02_00_220701,CAUSAL_STATE_REPLAY,P1_NORMALIZED_RUNTIME_GRAPH_V1,10,none,2549999952,GRAPH_COST_ONLY,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,,,,
L2P_02_00_220701_r00,transport_recovery,L2P_02_00_220701,CAUSAL_STATE_REPLAY,P1_NORMALIZED_RUNTIME_GRAPH_V1,11,none,2700000048,GRAPH_COST_ONLY,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,,,,
L2P_02_00_220701_r00,transport_recovery,L2P_02_00_220701,CAUSAL_STATE_REPLAY,P1_NORMALIZED_RUNTIME_GRAPH_V1,0,none,349999994,GRAPH_COST_PHI,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,,,,
L2P_02_00_220701_r00,transport_recovery,L2P_02_00_220701,CAUSAL_STATE_REPLAY,P1_NORMALIZED_RUNTIME_GRAPH_V1,1,forward,449999988,GRAPH_COST_PHI,0.16666666666666663,0.16666666666666663,0.16666666666666663,0.0,0.0,False,0.16666666666666663,0.16666666666666663,False,0.0,0.16666666666666663,0.0,0.0,0.0,,,,
L2P_02_00_220701_r00,transport_recovery,L2P_02_00_220701,CAUSAL_STATE_REPLAY,P1_NORMALIZED_RUNTIME_GRAPH_V1,2,forward,649999976,GRAPH_COST_PHI,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.0,0.0,False,0.16666666666666669,0.16666666666666669,False,0.0,0.16666666666666669,0.0,0.0,0.0,,,,
L2P_02_00_220701_r00,transport_recovery,L2P_02_00_220701,CAUSAL_STATE_REPLAY,P1_NORMALIZED_RUNTIME_GRAPH_V1,3,none,1049999952,GRAPH_COST_PHI,0.41126087198401595,0.41126087198401595,0.41126087198401595,0.0,0.0,False,0.41126087198401595,0.41126087198401595,False,0.0,0.0,0.8225217439680319,0.0,0.0,,,,
L2P_02_00_220701_r00,transport_recovery,L2P_02_00_220701,CAUSAL_STATE_REPLAY,P1_NORMALIZED_RUNTIME_GRAPH_V1,4,none,1250000000,GRAPH_COST_PHI,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,,,,
L2P_02_00_220701_r00,transport_recovery,L2P_02_00_220701,CAUSAL_STATE_REPLAY,P1_NORMALIZED_RUNTIME_GRAPH_V1,5,none,1450000048,GRAPH_COST_PHI,0.0278543931217326,0.0278543931217326,0.0278543931217326,0.0,0.0,False,0.0278543931217326,0.0278543931217326,False,0.0,0.0,0.0557087862434652,0.0,0.0,,,,
L2P_02_00_220701_r00,transport_recovery,L2P_02_00_220701,CAUSAL_STATE_REPLAY,P1_NORMALIZED_RUNTIME_GRAPH_V1,6,forward,1950000048,GRAPH_COST_PHI,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,False,0.16666666666666666,0.16666666666666666,False,0.0,0.16666666666666666,0.0,0.0,0.0,,,,
L2P_02_00_220701_r00,transport_recovery,L2P_02_00_220701,CAUSAL_STATE_REPLAY,P1_NORMALIZED_RUNTIME_GRAPH_V1,7,forward,2099999905,GRAPH_COST_PHI,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,False,0.16666666666666666,0.16666666666666666,False,0.0,0.16666666666666666,0.0,0.0,0.0,,,,
L2P_02_00_220701_r00,transport_recovery,L2P_02_00_220701,CAUSAL_STATE_REPLAY,P1_NORMALIZED_RUNTIME_GRAPH_V1,8,none,2250000000,GRAPH_COST_PHI,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,,,,
L2P_02_00_220701_r00,transport_recovery,L2P_02_00_220701,CAUSAL_STATE_REPLAY,P1_NORMALIZED_RUNTIME_GRAPH_V1,9,none,2400000095,GRAPH_COST_PHI,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,,,,
L2P_02_00_220701_r00,transport_recovery,L2P_02_00_220701,CAUSAL_STATE_REPLAY,P1_NORMALIZED_RUNTIME_GRAPH_V1,10,none,2549999952,GRAPH_COST_PHI,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,,,,
L2P_02_00_220701_r00,transport_recovery,L2P_02_00_220701,CAUSAL_STATE_REPLAY,P1_NORMALIZED_RUNTIME_GRAPH_V1,11,none,2700000048,GRAPH_COST_PHI,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,,,,
L2P_02_00_220701_r00,transport_recovery,L2P_02_00_220701,CAUSAL_STATE_REPLAY,P1_NORMALIZED_RUNTIME_GRAPH_V1,0,none,349999994,GRAPH_COST_DEBT,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,,,,
L2P_02_00_220701_r00,transport_recovery,L2P_02_00_220701,CAUSAL_STATE_REPLAY,P1_NORMALIZED_RUNTIME_GRAPH_V1,1,forward,449999988,GRAPH_COST_DEBT,0.16666666666666663,0.16666666666666663,0.16666666666666663,0.0,0.0,False,0.16666666666666663,0.16666666666666663,False,0.0,0.16666666666666663,0.0,0.0,0.0,,,,
L2P_02_00_220701_r00,transport_recovery,L2P_02_00_220701,CAUSAL_STATE_REPLAY,P1_NORMALIZED_RUNTIME_GRAPH_V1,2,forward,649999976,GRAPH_COST_DEBT,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.0,0.0,False,0.16666666666666669,0.16666666666666669,False,0.0,0.16666666666666669,0.0,0.0,0.0,,,,
L2P_02_00_220701_r00,transport_recovery,L2P_02_00_220701,CAUSAL_STATE_REPLAY,P1_NORMALIZED_RUNTIME_GRAPH_V1,3,none,1049999952,GRAPH_COST_DEBT,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.8225217439680319,0.0,0.0,,,,
L2P_02_00_220701_r00,transport_recovery,L2P_02_00_220701,CAUSAL_STATE_REPLAY,P1_NORMALIZED_RUNTIME_GRAPH_V1,4,none,1250000000,GRAPH_COST_DEBT,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,,,,
L2P_02_00_220701_r00,transport_recovery,L2P_02_00_220701,CAUSAL_STATE_REPLAY,P1_NORMALIZED_RUNTIME_GRAPH_V1,5,none,1450000048,GRAPH_COST_DEBT,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0557087862434652,0.0,0.0,,,,
L2P_02_00_220701_r00,transport_recovery,L2P_02_00_220701,CAUSAL_STATE_REPLAY,P1_NORMALIZED_RUNTIME_GRAPH_V1,6,forward,1950000048,GRAPH_COST_DEBT,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,False,0.16666666666666666,0.16666666666666666,False,0.0,0.16666666666666666,0.0,0.0,0.0,,,,
L2P_02_00_220701_r00,transport_recovery,L2P_02_00_220701,CAUSAL_STATE_REPLAY,P1_NORMALIZED_RUNTIME_GRAPH_V1,7,forward,2099999905,GRAPH_COST_DEBT,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,False,0.16666666666666666,0.16666666666666666,False,0.0,0.16666666666666666,0.0,0.0,0.0,,,,
L2P_02_00_220701_r00,transport_recovery,L2P_02_00_220701,CAUSAL_STATE_REPLAY,P1_NORMALIZED_RUNTIME_GRAPH_V1,8,none,2250000000,GRAPH_COST_DEBT,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,,,,
L2P_02_00_220701_r00,transport_recovery,L2P_02_00_220701,CAUSAL_STATE_REPLAY,P1_NORMALIZED_RUNTIME_GRAPH_V1,9,none,2400000095,GRAPH_COST_DEBT,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,,,,
L2P_02_00_220701_r00,transport_recovery,L2P_02_00_220701,CAUSAL_STATE_REPLAY,P1_NORMALIZED_RUNTIME_GRAPH_V1,10,none,2549999952,GRAPH_COST_DEBT,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,,,,
L2P_02_00_220701_r00,transport_recovery,L2P_02_00_220701,CAUSAL_STATE_REPLAY,P1_NORMALIZED_RUNTIME_GRAPH_V1,11,none,2700000048,GRAPH_COST_DEBT,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,,,,
L2P_02_00_220701_r00,transport_recovery,L2P_02_00_220701,CAUSAL_STATE_REPLAY,P1_NORMALIZED_RUNTIME_GRAPH_V1,0,none,349999994,FULL_FROZEN,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,,,,
L2P_02_00_220701_r00,transport_recovery,L2P_02_00_220701,CAUSAL_STATE_REPLAY,P1_NORMALIZED_RUNTIME_GRAPH_V1,1,forward,449999988,FULL_FROZEN,0.16666666666666663,0.16666666666666663,0.16666666666666663,0.0,0.0,False,0.16666666666666663,0.16666666666666663,False,0.0,0.16666666666666663,0.0,0.0,0.0,,,,
L2P_02_00_220701_r00,transport_recovery,L2P_02_00_220701,CAUSAL_STATE_REPLAY,P1_NORMALIZED_RUNTIME_GRAPH_V1,2,forward,649999976,FULL_FROZEN,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.0,0.0,False,0.16666666666666669,0.16666666666666669,False,0.0,0.16666666666666669,0.0,0.0,0.0,,,,
L2P_02_00_220701_r00,transport_recovery,L2P_02_00_220701,CAUSAL_STATE_REPLAY,P1_NORMALIZED_RUNTIME_GRAPH_V1,3,none,1049999952,FULL_FROZEN,0.41126087198401595,0.41126087198401595,0.41126087198401595,0.0,0.0,False,0.41126087198401595,0.41126087198401595,False,0.0,0.0,0.8225217439680319,0.0,0.0,,,,
L2P_02_00_220701_r00,transport_recovery,L2P_02_00_220701,CAUSAL_STATE_REPLAY,P1_NORMALIZED_RUNTIME_GRAPH_V1,4,none,1250000000,FULL_FROZEN,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,,,,
