root_family_id,case_id,action,physics_step_index,time,phase,weld_active,attached,eq_active,object_qpos,object_qvel,mocap_position,mocap_quaternion,post_detach_writeback_count,contacts,ncon
L2RAR2_REPAIR_00_840000,K4_regular_hold_loss,observe_scene,8,0.09,physics_step,False,False,False,"[-0.27980132450131623, 0.001552442034238404, 0.553540394404606, 0.9999999164940657, -0.00038842682716664994, 5.805703852124286e-05, 0.00011298602403338407]","[-0.011433164978170074, -0.06572946628929938, -0.019688682887585456, 1.307543534219369, -0.230235034525818, 0.011149080250786125]","[-0.279811, -0.248465, 0.78]","[1.0, 0.0, 0.0, 0.0]",0,"[{""contact_id"":0,""distance_m"":-0.006562548067714482,""force_contact_frame"":[1.5829252271399352,1.1443746634830734,0.1856797410126157,0.0,0.0,0.0],""is_external_support"":true,""is_hand_support"":false,""object_geom"":""object_geom"",""other_body"":""world"",""other_geom"":""table""}]",1
L2RAR2_REPAIR_00_840000,K4_regular_hold_loss,observe_scene,9,0.09999999999999999,physics_step,False,False,False,"[-0.2798677086558202, 0.0011492009184913277, 0.5535594822086055, 0.9999939907060608, 0.003413983441959356, -0.0005785081107566404, 0.00016910703847211275]","[-0.0032646640538256232, -0.01923665082497699, 0.030706390711457393, 0.31371456706292655, -0.054780179827444236, 0.011368424361835952]","[-0.279811, -0.248465, 0.78]","[1.0, 0.0, 0.0, 0.0]",0,"[{""contact_id"":0,""distance_m"":-0.006044952251334314,""force_contact_frame"":[2.446750009105513,1.6396966364485892,0.3356391212569223,0.0,0.0,0.0],""is_external_support"":true,""is_hand_support"":false,""object_geom"":""object_geom"",""other_body"":""world"",""other_geom"":""table""}]",1
L2RAR2_REPAIR_00_840000,K4_regular_hold_loss,observe_scene,10,0.10999999999999999,physics_step,False,False,False,"[-0.27983663109571705, 0.0013290127793226276, 0.5539271863530046, 0.9999990032080264, 0.001375300153694166, -0.00022913782839808228, 0.00022277409251309025]","[0.008409843141516844, 0.04903709470600206, 0.03259652914560493, -0.9788400284807449, 0.16872809524616533, 0.010059512139507234]","[-0.279811, -0.248465, 0.78]","[1.0, 0.0, 0.0, 0.0]",0,"[{""contact_id"":0,""distance_m"":-0.00625588577790388,""force_contact_frame"":[1.2803949969050872,-0.9217981065367088,-0.15654265954552884,0.0,0.0,0.0],""is_external_support"":true,""is_hand_support"":false,""object_geom"":""object_geom"",""other_body"":""world"",""other_geom"":""table""}]",1
L2RAR2_REPAIR_00_840000,K4_regular_hold_loss,observe_scene,11,0.11999999999999998,physics_step,False,False,False,"[-0.27978883694874007, 0.001627635690543978, 0.5543116366385422, 0.9999988881976412, -0.001448865405891964, 0.0002244576209870263, 0.00027205016710605314]","[0.0022568112690911453, 0.014823999553554297, 0.05107812066911287, -0.2444212985800056, 0.036665043075670395, 0.009802720354391264]","[-0.279811, -0.248465, 0.78]","[1.0, 0.0, 0.0, 0.0]",0,"[{""contact_id"":0,""distance_m"":-0.005518906086909529,""force_contact_frame"":[2.081659909368829,-1.3906314021490245,-0.27956288411363417,0.0,0.0,0.0],""is_external_support"":true,""is_hand_support"":false,""object_geom"":""object_geom"",""other_body"":""world"",""other_geom"":""table""}]",1
L2RAR2_REPAIR_00_840000,K4_regular_hold_loss,observe_scene,12,0.12999999999999998,physics_step,False,False,False,"[-0.2798101492855221, 0.0014716892339640393, 0.5547800670449112, 0.9999999111128197, 0.0002753269827293995, -2.151558721680148e-05, 0.0003186008230979136]","[-0.005281772920721018, -0.04176974827427161, 0.035365365692152775, 0.8269106028731363, -0.10835251004107069, 0.008961759477878802]","[-0.279811, -0.248465, 0.78]","[1.0, 0.0, 0.0, 0.0]",0,"[{""contact_id"":0,""distance_m"":-0.0051048054124100935,""force_contact_frame"":[1.1154716480976938,0.8081838436542563,0.06905403087814833,0.0,0.0,0.0],""is_external_support"":true,""is_hand_support"":false,""object_geom"":""object_geom"",""other_body"":""world"",""other_geom"":""table""}]",1
L2RAR2_REPAIR_00_840000,K4_regular_hold_loss,observe_scene,13,0.13999999999999999,physics_step,False,False,False,"[-0.2797800253354327, 0.001390743692585951, 0.5551723457115999, 0.9999994206408166, 0.0009734796117975118, 0.00027998832475194235, 0.0003642279701550335]","[0.011368265050734773, 0.020844129589874867, 0.03506449993805476, -0.4210937909724648, 0.22091301777262604, 0.013001688604749135]","[-0.279811, -0.248465, 0.78]","[1.0, 0.0, 0.0, 0.0]",0,"[{""contact_id"":0,""distance_m"":-0.00490286143568199,""force_contact_frame"":[1.3848241055811004,-0.9576526745684598,-0.13079972351443114,0.0,0.0,0.0],""is_external_support"":true,""is_hand_support"":false,""object_geom"":""object_geom"",""other_body"":""world"",""other_geom"":""table""}]",1
L2RAR2_REPAIR_00_840000,K4_regular_hold_loss,observe_scene,14,0.15,physics_step,False,False,False,"[-0.2798393325060133, 0.0015783719990417105, 0.555496569865111, 0.9999994856674362, -0.00083472343894362, -0.0003261810895086361, 0.0004748763417395321]","[-0.012017756361218948, 0.0035352273826174396, 0.03029154391515112, -0.0592302043527701, -0.24777848701432578, 0.03546741870384837]","[-0.279811, -0.248465, 0.78]","[1.0, 0.0, 0.0, 0.0]",0,"[{""contact_id"":0,""distance_m"":-0.004567454495366127,""force_contact_frame"":[1.5038614350143402,0.4626431870769047,-0.929127606595585,0.0,0.0,0.0],""is_external_support"":true,""is_hand_support"":false,""object_geom"":""object_geom"",""other_body"":""world"",""other_geom"":""table""}]",1
L2RAR2_REPAIR_00_840000,K4_regular_hold_loss,approach_object,15,0.16,physics_step,False,False,False,"[-0.2797961087662595, 0.0015425678049588176, 0.5557648511183017, 0.9999996905236233, -0.00045962911569158573, 2.1841772975705907e-05, 0.0006381353073493645]","[0.015710292787479013, 0.005067909499171955, 0.015471950183586207, -0.08831323022467213, 0.2872158837317811, 0.03555701774722971]","[-0.2798180831265033, -0.18595415700023957, 0.7563741424662778]","[1.0, 0.0, 0.0, 0.0]",0,"[{""contact_id"":0,""distance_m"":-0.004184389294364894,""force_contact_frame"":[0.8726876027099321,-0.622148169668985,0.10741518794491937,0.0,0.0,0.0],""is_external_support"":true,""is_hand_support"":false,""object_geom"":""object_geom"",""other_body"":""world"",""other_geom"":""table""}]",1
L2RAR2_REPAIR_00_840000,K4_regular_hold_loss,approach_object,16,0.17,physics_step,False,False,False,"[-0.2797845443517151, 0.0015108587113615113, 0.5559113044816361, 0.9999997032281761, -0.00015156116902174493, 6.364649896658007e-05, 0.0007526764873458079]","[-0.00879485372152394, 0.005946934941109689, 0.008230892958906857, -0.11442550563085872, -0.17438845375846213, 0.006976103671115279]","[-0.2798180831265033, -0.18595415700023957, 0.7563741424662778]","[1.0, 0.0, 0.0, 0.0]",0,"[{""contact_id"":0,""distance_m"":-0.004078093379115093,""force_contact_frame"":[1.1567649915096707,-0.6926948635926007,-0.44722593723997417,0.0,0.0,0.0],""is_external_support"":true,""is_hand_support"":false,""object_geom"":""object_geom"",""other_body"":""world"",""other_geom"":""table""}]",1
L2RAR2_REPAIR_00_840000,K4_regular_hold_loss,approach_object,17,0.18000000000000002,physics_step,False,False,False,"[-0.2797691654020645, 0.001469446576026601, 0.5559909320083322, 0.9999996171869322, 0.000250370986680524, 0.00018781431990862817, 0.0008171084009863863]","[0.01120457666024021, 0.0033628051255148094, 0.005587244749992622, -0.05786509095480478, 0.20840932496769016, 0.021972404684319456]","[-0.2798180831265033, -0.18595415700023957, 0.7563741424662778]","[1.0, 0.0, 0.0, 0.0]",0,"[{""contact_id"":0,""distance_m"":-0.004100205143208432,""force_contact_frame"":[1.510009153729504,-0.8522508213546679,0.609086918333817,0.0,0.0,0.0],""is_external_support"":true,""is_hand_support"":false,""object_geom"":""object_geom"",""other_body"":""world"",""other_geom"":""table""}]",1
L2RAR2_REPAIR_00_840000,K4_regular_hold_loss,approach_object,18,0.19000000000000003,physics_step,False,False,False,"[-0.27979582118999713, 0.0014887778423312646, 0.5560463805948695, 0.9999995496248459, 0.000146182180583561, -0.00010348672664169878, 0.0009320254140858088]","[-0.002584057523261331, -0.010710450077098425, -0.0005617592896673546, 0.21741763162487435, -0.06710006426306375, 0.035061126383104955]","[-0.2798180831265033, -0.18595415700023957, 0.7563741424662778]","[1.0, 0.0, 0.0, 0.0]",0,"[{""contact_id"":0,""distance_m"":-0.0040341698139636575,""force_contact_frame"":[1.1280412911743332,0.24603212341259129,-0.7670748199266035,0.0,0.0,0.0],""is_external_support"":true,""is_hand_support"":false,""object_geom"":""object_geom"",""other_body"":""world"",""other_geom"":""table""}]",1
L2RAR2_REPAIR_00_840000,K4_regular_hold_loss,approach_object,19,0.20000000000000004,physics_step,False,False,False,"[-0.2798136186667946, 0.0014723540258869132, 0.5560536486107623, 0.9999992975432395, 0.00033596195806948146, -0.00033510617534781277, 0.0010861613330667254]","[-0.009342802570257137, -0.006427702392908963, -0.009906010261669727, 0.11437432263686098, -0.18377298513651324, 0.031051910700699875]","[-0.2798180831265033, -0.18595415700023957, 0.7563741424662778]","[1.0, 0.0, 0.0, 0.0]",0,"[{""contact_id"":0,""distance_m"":-0.004019318373710761,""force_contact_frame"":[0.6185059261402319,0.429345032415465,0.18916089372476685,0.0,0.0,0.0],""is_external_support"":true,""is_hand_support"":false,""object_geom"":""object_geom"",""other_body"":""world"",""other_geom"":""table""}]",1
L2RAR2_REPAIR_00_840000,K4_regular_hold_loss,approach_object,20,0.21000000000000005,physics_step,False,False,False,"[-0.2798204877907825, 0.0014501412406714104, 0.5559900095888346, 0.9999990060469904, 0.0005766316619520124, -0.00044226384240346624, 0.001208223344884622]","[-0.003377193701079943, -0.01004090781359357, -0.01596993624748804, 0.20305147769458226, -0.08177745560063558, 0.017993303127408183]","[-0.27982516625300663, -0.12344331400047914, 0.7327482849325555]","[1.0, 0.0, 0.0, 0.0]",0,"[{""contact_id"":0,""distance_m"":-0.004062439610498311,""force_contact_frame"":[0.5874846955486444,0.29337673521913243,0.29410796032951186,0.0,0.0,0.0],""is_external_support"":true,""is_hand_support"":false,""object_geom"":""object_geom"",""other_body"":""world"",""other_geom"":""table""}]",1
L2RAR2_REPAIR_00_840000,K4_regular_hold_loss,approach_object,21,0.22000000000000006,physics_step,False,False,False,"[-0.27983231728964, 0.0014443513004209676, 0.5558837181230442, 0.999998743347094, 0.0006736598390513515, -0.0006295894821915177, 0.001289613794053724]","[-0.008840076109700121, -0.005023575190804812, -0.019006176059273884, 0.10090609072297853, -0.18222107163338253, 0.016501386312379875]","[-0.27982516625300663, -0.12344331400047914, 0.7327482849325555]","[1.0, 0.0, 0.0, 0.0]",0,"[{""contact_id"":0,""distance_m"":-0.004152417466483215,""force_contact_frame"":[0.6010863106398974,0.36560637930422196,0.23547993133567535,0.0,0.0,0.0],""is_external_support"":true,""is_hand_support"":false,""object_geom"":""object_geom"",""other_body"":""world"",""other_geom"":""table""}]",1
L2RAR2_REPAIR_00_840000,K4_regular_hold_loss,approach_object,22,0.23000000000000007,physics_step,False,False,False,"[-0.2798212581745117, 0.0014350534956802943, 0.5557600227179706, 0.9999985394557652, 0.000850927161823358, -0.0005975720091969722, 0.0013564354003667563]","[-0.00037650533713039745, -0.010028416139624003, -0.01984409262413918, 0.2151723896245421, -0.03164212715053644, 0.007431199143548348]","[-0.27982516625300663, -0.12344331400047914, 0.7327482849325555]","[1.0, 0.0, 0.0, 0.0]",0,"[{""contact_id"":0,""distance_m"":-0.00426637530760383,""force_contact_frame"":[0.6117783843540594,0.334082230790979,0.2776961535630805,0.0,0.0,0.0],""is_external_support"":true,""is_hand_support"":false,""object_geom"":""object_geom"",""other_body"":""world"",""other_geom"":""table""}]",1
L2RAR2_REPAIR_00_840000,K4_regular_hold_loss,approach_object,23,0.24000000000000007,physics_step,False,False,False,"[-0.2798289947056478, 0.001459651724989931, 0.5556353003052557, 0.9999984699679623, 0.0006976023521199135, -0.0007976020656048546, 0.0013918489996082545]","[-0.011313057991588228, 2.169440498583572e-06, -0.018816825621537078, 0.015098599860177336, -0.2394749585339827, 0.010346675949877033]","[-0.27982516625300663, -0.12344331400047914, 0.7327482849325555]","[1.0, 0.0, 0.0, 0.0]",0,"[{""contact_id"":0,""distance_m"":-0.004386221373686706,""force_contact_frame"":[0.6866472524505167,0.4057980389652883,0.28084921348522845,0.0,0.0,0.0],""is_external_support"":true,""is_hand_support"":false,""object_geom"":""object_geom"",""other_body"":""world"",""other_geom"":""table""}]",1
L2RAR2_REPAIR_00_840000,K4_regular_hold_loss,approach_object,24,0.25000000000000006,physics_step,False,False,False,"[-0.27977316911056915, 0.001462964489712294, 0.5555227305999378, 0.9999985891777644, 0.0008191540206418617, -0.0003548732024716658, 0.001422917489246707]","[0.008789771049776298, -0.012847500650286958, -0.01608690378988284, 0.2810526674781183, 0.14226261815715097, -0.004243770930708638]","[-0.27982516625300663, -0.12344331400047914, 0.7327482849325555]","[1.0, 0.0, 0.0, 0.0]",0,"[{""contact_id"":0,""distance_m"":-0.004496974374619872,""force_contact_frame"":[0.8458643523278999,0.4456687592496033,0.4001955930782966,0.0,0.0,0.0],""is_external_support"":true,""is_hand_support"":false,""object_geom"":""object_geom"",""other_body"":""world"",""other_geom"":""table""}]",1
L2RAR2_REPAIR_00_840000,K4_regular_hold_loss,approach_object,25,0.26000000000000006,physics_step,False,False,False,"[-0.2797230387305802, 0.0014891827839117273, 0.5555565740133116, 0.9999978122219483, 0.001545203440811019, 0.0001981501338285481, 0.0013959348723812368]","[0.0009931674234180754, 0.018930182481747052, 0.014116580600829213, -0.19585867976906263, 0.058725371722537556, 0.012135415435105162]","[-0.27983224937950996, -0.06093247100071871, 0.7091224273988332]","[1.0, 0.0, 0.0, 0.0]",0,"[{""contact_id"":0,""distance_m"":-0.004393043035729765,""force_contact_frame"":[4.561239424977781,-1.4322609600507308,-0.4286173240610509,0.0,0.0,0.0],""is_external_support"":true,""is_hand_support"":false,""object_geom"":""object_geom"",""other_body"":""world"",""other_geom"":""table""},{""contact_id"":1,""distance_m"":-0.000424559277292084,""force_contact_frame"":[3.974819965185665,1.4483854241264413,2.5264345410592237,0.0,0.0,0.0],""is_external_support"":false,""is_hand_support"":true,""object_geom"":""object_geom"",""other_body"":""gripper"",""other_geom"":""finger_left""},{""contact_id"":2,""distance_m"":-0.0005715849022082207,""force_contact_frame"":[4.381427000715205,1.5658809163503344,-2.8155460843648705,0.0,0.0,0.0],""is_external_support"":false,""is_hand_support"":true,""object_geom"":""object_geom"",""other_body"":""gripper"",""other_geom"":""finger_right""}]",3
L2RAR2_REPAIR_00_840000,K4_regular_hold_loss,approach_object,26,0.2700000000000001,physics_step,False,False,False,"[-0.27977879614431755, 0.0017605907446259761, 0.5557777226043914, 0.9999979368049488, -0.00048341497276763764, -0.0007261701173400722, 0.001834495235833869]","[-0.007468254070098255, 0.027052689416310657, 0.029414524384067026, -0.23396020824984148, -0.23979846079213196, 0.09125982551055918]","[-0.27983224937950996, -0.06093247100071871, 0.7091224273988332]","[1.0, 0.0, 0.0, 0.0]",0,"[{""contact_id"":0,""distance_m"":-0.004158702075056497,""force_contact_frame"":[2.935000062910697,2.935000062910697,0.0,0.0,0.0,0.0],""is_external_support"":true,""is_hand_support"":false,""object_geom"":""object_geom"",""other_body"":""world"",""other_geom"":""table""},{""contact_id"":1,""distance_m"":-0.00027005311234239046,""force_contact_frame"":[2.160284178796336,-0.4194733320414469,0.20072760648068189,0.0,0.0,0.0],""is_external_support"":false,""is_hand_support"":true,""object_geom"":""object_geom"",""other_body"":""gripper"",""other_geom"":""finger_left""},{""contact_id"":2,""distance_m"":-0.0004141391560659761,""force_contact_frame"":[2.2461938023404375,1.509168480587164,0.6125434949459576,0.0,0.0,0.0],""is_external_support"":false,""is_hand_support"":true,""object_geom"":""object_geom"",""other_body"":""gripper"",""other_geom"":""finger_right""}]",3
L2RAR2_REPAIR_00_840000,K4_regular_hold_loss,approach_object,27,0.2800000000000001,physics_step,False,False,False,"[-0.2797918307996223, 0.0019586853558362536, 0.5561585105795167, 0.9999980563127273, 1.778038988313515e-05, -0.0005619275939402727, 0.0018897862323827524]","[0.001555428545454574, 0.01383954021868515, 0.0445366844949443, 0.4234224703163458, 0.18308760998337226, -0.007286355056640076]","[-0.27983224937950996, -0.06093247100071871, 0.7091224273988332]","[1.0, 0.0, 0.0, 0.0]",0,"[{""contact_id"":0,""distance_m"":-0.0038025112411048797,""force_contact_frame"":[2.2217210531898277,2.2217210531898277,0.0,0.0,0.0,0.0],""is_external_support"":true,""is_hand_support"":false,""object_geom"":""object_geom"",""other_body"":""world"",""other_geom"":""table""},{""contact_id"":1,""distance_m"":-0.00018680557680640023,""force_contact_frame"":[1.780631326987809,0.5601163024340825,-0.8866648423760903,0.0,0.0,0.0],""is_external_support"":false,""is_hand_support"":true,""object_geom"":""object_geom"",""other_body"":""gripper"",""other_geom"":""finger_left""},{""contact_id"":2,""distance_m"":-0.0002576027667934949,""force_contact_frame"":[1.0961908926659218,-0.3383149831474976,-0.10352812938180336,0.0,0.0,0.0],""is_external_support"":false,""is_hand_support"":true,""object_geom"":""object_geom"",""other_body"":""gripper"",""other_geom"":""finger_right""}]",3
L2RAR2_REPAIR_00_840000,K4_regular_hold_loss,approach_object,28,0.2900000000000001,physics_step,False,False,False,"[-0.2797960590919169, 0.0021607002290542168, 0.5565581552564438, 0.9999980819589825, 9.478903086013436e-05, -0.0002284674714361802, 0.0019429091615199934]","[0.001595254024291392, 0.0252395894311815, 0.03383831458671315, -0.28783352082097574, 0.0758794913563136, -0.01146439871892968]","[-0.27983224937950996, -0.06093247100071871, 0.7091224273988332]","[1.0, 0.0, 0.0, 0.0]",0,"[{""contact_id"":0,""distance_m"":-0.003452788003054147,""force_contact_frame"":[2.6654313528055518,0.48560623762296434,-2.1798251151825876,0.0,0.0,0.0],""is_external_support"":true,""is_hand_support"":false,""object_geom"":""object_geom"",""other_body"":""world"",""other_geom"":""table""},{""contact_id"":1,""distance_m"":-0.00022761109318628227,""force_contact_frame"":[0.8732720813774475,0.8732720813774475,0.0,0.0,0.0,0.0],""is_external_support"":false,""is_hand_support"":true,""object_geom"":""object_geom"",""other_body"":""gripper"",""other_geom"":""finger_left""},{""contact_id"":2,""distance_m"":-0.00011384547553224117,""force_contact_frame"":[1.8849224145735757,0.3310844479872698,-0.9841497729250652,0.0,0.0,0.0],""is_external_support"":false,""is_hand_support"":true,""object_geom"":""object_geom"",""other_body"":""gripper"",""other_geom"":""finger_right""}]",3
L2RAR2_REPAIR_00_840000,K4_regular_hold_loss,approach_object,29,0.3000000000000001,physics_step,False,False,False,"[-0.27982657891027546, 0.0023213088734630226, 0.5568326231074745, 0.999998534486648, -0.00038562874614619144, -0.00020993317068073467, 0.001654763756612969]","[-0.004388772310599293, 0.01276831793882986, 0.026347873962274927, 0.050275337733319214, -0.061435272217182715, -0.02855817967763837]","[-0.27983224937950996, -0.06093247100071871, 0.7091224273988332]","[1.0, 0.0, 0.0, 0.0]",0,"[{""contact_id"":0,""distance_m"":-0.0031860350322488735,""force_contact_frame"":[2.781122543888932,-1.2854471925198314,-0.5614440558544248,0.0,0.0,0.0],""is_external_support"":true,""is_hand_support"":false,""object_geom"":""object_geom"",""other_body"":""world"",""other_geom"":""table""},{""contact_id"":1,""distance_m"":-0.000319369881412623,""force_contact_frame"":[2.0139099542891423,0.47006514737784505,1.5438448069112973,0.0,0.0,0.0],""is_external_support"":false,""is_hand_support"":true,""object_geom"":""object_geom"",""other_body"":""gripper"",""other_geom"":""finger_left""},{""contact_id"":2,""distance_m"":-0.00014925446066236,""force_contact_frame"":[1.8686972333447014,0.3354566643964687,-1.5332405689482327,0.0,0.0,0.0],""is_external_support"":false,""is_hand_support"":true,""object_geom"":""object_geom"",""other_body"":""gripper"",""other_geom"":""finger_right""}]",3
L2RAR2_REPAIR_00_840000,K4_regular_hold_loss,approach_object,30,0.3100000000000001,physics_step,False,False,False,"[-0.2798903201587191, 0.0024241502669100495, 0.5570288864904412, 0.9999997800128934, 0.0004091439204074197, 0.0002849367967173529, -0.00043747735830383574]","[9.541367475695683e-05, 0.0038161610433480753, 0.012550498838569875, -0.054162411163588886, -0.21837688223635626, -0.7222312246677774]","[-0.2798393325060133, 0.0015783719990417105, 0.685496569865111]","[1.0, 0.0, 0.0, 0.0]",0,"[{""contact_id"":0,""distance_m"":-0.0034689354088203576,""force_contact_frame"":[2.2793468707449738,-0.7013078938810422,1.5780389768639316,0.0,0.0,0.0],""is_external_support"":true,""is_hand_support"":false,""object_geom"":""object_geom"",""other_body"":""world"",""other_geom"":""table""},{""contact_id"":1,""distance_m"":-0.011290338472227717,""force_contact_frame"":[57.51732742081526,0.3556907650448853,34.52324292258097,0.0,0.0,0.0],""is_external_support"":false,""is_hand_support"":true,""object_geom"":""object_geom"",""other_body"":""gripper"",""other_geom"":""finger_left""},{""contact_id"":2,""distance_m"":-0.011201403217206722,""force_contact_frame"":[56.30928408800614,0.4128215210575643,34.88316281175011,0.0,0.0,0.0],""is_external_support"":false,""is_hand_support"":true,""object_geom"":""object_geom"",""other_body"":""gripper"",""other_geom"":""finger_right""}]",3
L2RAR2_REPAIR_00_840000,K4_regular_hold_loss,approach_object,31,0.3200000000000001,physics_step,False,False,False,"[-0.2799564089577484, 0.0024275760601031007, 0.557130991616036, 0.999990849155842, -0.00029378366548514636, 0.001972812876972063, -0.0037846142588126084]","[-0.014134015799576957, 0.0018737219218250614, 0.012132836756856965, 0.014718098892227069, 0.6281337631001624, -0.03593931767935665]","[-0.2798393325060133, 0.0015783719990417105, 0.685496569865111]","[1.0, 0.0, 0.0, 0.0]",0,"[{""contact_id"":0,""distance_m"":-0.004514996497864995,""force_contact_frame"":[5.674200370078817,0.13121589067277498,5.5429844794060426,0.0,0.0,0.0],""is_external_support"":true,""is_hand_support"":false,""object_geom"":""object_geom"",""other_body"":""world"",""other_geom"":""table""},{""contact_id"":1,""distance_m"":-0.011986691413182584,""force_contact_frame"":[65.75774320289284,0.6368484832923258,34.838613201162424,0.0,0.0,0.0],""is_external_support"":false,""is_hand_support"":true,""object_geom"":""object_geom"",""other_body"":""gripper"",""other_geom"":""finger_left""},{""contact_id"":2,""distance_m"":-0.01190210796600466,""force_contact_frame"":[60.02423320026489,-0.6318723500789183,36.77230065887846,0.0,0.0,0.0],""is_external_support"":false,""is_hand_support"":true,""object_geom"":""object_geom"",""other_body"":""gripper"",""other_geom"":""finger_right""}]",3
L2RAR2_REPAIR_00_840000,K4_regular_hold_loss,approach_object,32,0.3300000000000001,physics_step,False,False,False,"[-0.2800288407694927, 0.0024319805278134807, 0.5572749094496574, 0.9999915996122, -0.00045210518006512834, 0.003141516923187069, -0.002593680273412812]","[-0.010412621231529468, -0.004974083038345862, 0.014258734065614693, -0.3287638717875065, 0.37877701130439334, 0.5183060677763162]","[-0.2798393325060133, 0.0015783719990417105, 0.685496569865111]","[1.0, 0.0, 0.0, 0.0]",0,"[{""contact_id"":0,""distance_m"":-0.002638312935828631,""force_contact_frame"":[1.8472464749418094,-1.1067374054354275,-0.7405090695063818,0.0,0.0,0.0],""is_external_support"":true,""is_hand_support"":false,""object_geom"":""object_geom"",""other_body"":""world"",""other_geom"":""table""},{""contact_id"":1,""distance_m"":-0.011047590706636124,""force_contact_frame"":[54.86606092174775,0.6583609321538351,-33.73080554289029,0.0,0.0,0.0],""is_external_support"":false,""is_hand_support"":true,""object_geom"":""object_geom"",""other_body"":""gripper"",""other_geom"":""finger_left""},{""contact_id"":2,""distance_m"":-0.010832882063377144,""force_contact_frame"":[55.46538777888221,0.6181838792103775,-33.645807520244205,0.0,0.0,0.0],""is_external_support"":false,""is_hand_support"":true,""object_geom"":""object_geom"",""other_body"":""gripper"",""other_geom"":""finger_right""}]",3
L2RAR2_REPAIR_00_840000,K4_regular_hold_loss,approach_object,33,0.34000000000000014,physics_step,False,False,False,"[-0.28006430012124983, 0.0024142375081504823, 0.5574284157719672, 0.9999932465265129, -0.0010879967057737879, 0.0034944761800056656, 0.00033436620649736]","[-0.0052274945885262564, -0.0030802326121862128, 0.014597454837018338, -0.2442350585278351, 0.2748897573719909, 0.842623081234073]","[-0.2798393325060133, 0.0015783719990417105, 0.685496569865111]","[1.0, 0.0, 0.0, 0.0]",0,"[{""contact_id"":0,""distance_m"":-0.0026322050247381823,""force_contact_frame"":[3.703447812786374,-2.863987962818426,-0.8394598499679475,0.0,0.0,0.0],""is_external_support"":true,""is_hand_support"":false,""object_geom"":""object_geom"",""other_body"":""world"",""other_geom"":""table""},{""contact_id"":1,""distance_m"":-0.011021498095889178,""force_contact_frame"":[54.876774703886475,1.5440016788264543,-34.51159024520149,0.0,0.0,0.0],""is_external_support"":false,""is_hand_support"":true,""object_geom"":""object_geom"",""other_body"":""gripper"",""other_geom"":""finger_left""},{""contact_id"":2,""distance_m"":-0.010820459447965978,""force_contact_frame"":[55.48541061499597,1.4347540527176221,-32.568570208174236,0.0,0.0,0.0],""is_external_support"":false,""is_hand_support"":true,""object_geom"":""object_geom"",""other_body"":""gripper"",""other_geom"":""finger_right""}]",3
L2RAR2_REPAIR_00_840000,K4_regular_hold_loss,approach_object,34,0.35000000000000014,physics_step,False,False,False,"[-0.28006528545155424, 0.0024151527274878896, 0.5575438291858454, 0.9999818560644719, -0.0012670461370924628, 0.0034946280240607834, 0.004740222664960254]","[-0.0036154128885343187, -0.0019491655723282235, 0.008488766790998645, -0.16430361022955053, 0.23792596235137256, 1.037682085783834]","[-0.2798393325060133, 0.0015783719990417105, 0.685496569865111]","[1.0, 0.0, 0.0, 0.0]",0,"[{""contact_id"":0,""distance_m"":-0.002419870552795952,""force_contact_frame"":[2.546406213047304,-1.9460684507507364,-0.6003377622965675,0.0,0.0,0.0],""is_external_support"":true,""is_hand_support"":false,""object_geom"":""object_geom"",""other_body"":""world"",""other_geom"":""table""},{""contact_id"":1,""distance_m"":-0.01101962921459162,""force_contact_frame"":[54.75307728843505,1.1285956103904855,-34.02734227046106,0.0,0.0,0.0],""is_external_support"":false,""is_hand_support"":true,""object_geom"":""object_geom"",""other_body"":""gripper"",""other_geom"":""finger_left""},{""contact_id"":2,""distance_m"":-0.010833782583146101,""force_contact_frame"":[55.11201081329778,0.8479146061342284,-33.23911254142008,0.0,0.0,0.0],""is_external_support"":false,""is_hand_support"":true,""object_geom"":""object_geom"",""other_body"":""gripper"",""other_geom"":""finger_right""}]",3
L2RAR2_REPAIR_00_840000,K4_regular_hold_loss,close_gripper,35,0.36000000000000015,physics_step,False,False,False,"[-0.28005359357409865, 0.0024259430442524718, 0.5576125716546517, 0.9999456476580031, -0.001124121823488964, 0.0033729421803816153, 0.009801088765539017]","[-0.0032948849055724934, -0.001382416748380496, 0.004095944065830455, -0.10318614199222097, 0.22537611374315858, 1.1029228646544107]","[-0.2798393325060133, 0.0015783719990417105, 0.685496569865111]","[1.0, 0.0, 0.0, 0.0]",0,"[{""contact_id"":0,""distance_m"":-0.002352943568923258,""force_contact_frame"":[1.5517971689837136,-1.06048936203384,-0.4913078069498736,0.0,0.0,0.0],""is_external_support"":true,""is_hand_support"":false,""object_geom"":""object_geom"",""other_body"":""world"",""other_geom"":""table""},{""contact_id"":1,""distance_m"":-0.0110292100898151,""force_contact_frame"":[54.77702101787593,0.6613529679787842,-33.61696765385142,0.0,0.0,0.0],""is_external_support"":false,""is_hand_support"":true,""object_geom"":""object_geom"",""other_body"":""gripper"",""other_geom"":""finger_left""},{""contact_id"":2,""distance_m"":-0.010850521079036515,""force_contact_frame"":[55.06961117655003,0.4422366427388553,-33.74419425959664,0.0,0.0,0.0],""is_external_support"":false,""is_hand_support"":true,""object_geom"":""object_geom"",""other_body"":""gripper"",""other_geom"":""finger_right""}]",3
