episode_id,family_id,case_id,rollout_seed,controller_id,backend_id,compensation_mode,notes,return_invocations,dest,primary_pass,n_complete,need,case_pass,hard_ok,H1,H2,H3,H4,H9,return_time,pose_writes
P1V6RC1_970102_E3_THREE_RETURNS_P40_97110202_RC2_OBJECT_COMPENSATED_STAGED,970102,E3_THREE_RETURNS_P40,97110202,RC2_OBJECT_COMPENSATED_STAGED,MUJOCO_CONSTRAINT_ASSISTED_TABLETOP_V6,TRANSLATION_COMPENSATED_FIXED_ORIENTATION,"[""loop0_RETURN_TIMEOUT"", ""cycles_complete=0""]",1,/home/__compress_data/xushijie/graph_pathgraph_p1_v6rc1_data/development/RC2_OBJECT_COMPENSATED_STAGED/F970102/E3_THREE_RETURNS_P40/rollout_00,False,0,3,False,True,True,True,True,True,True,1.7800000000000011,0
P1V6RC1_970102_E4_THREE_RETURNS_P80_97110203_RC2_OBJECT_COMPENSATED_STAGED,970102,E4_THREE_RETURNS_P80,97110203,RC2_OBJECT_COMPENSATED_STAGED,MUJOCO_CONSTRAINT_ASSISTED_TABLETOP_V6,TRANSLATION_COMPENSATED_FIXED_ORIENTATION,"[""loop0_HOLD_LOST_ABORT"", ""cycles_complete=0""]",1,/home/__compress_data/xushijie/graph_pathgraph_p1_v6rc1_data/development/RC2_OBJECT_COMPENSATED_STAGED/F970102/E4_THREE_RETURNS_P80/rollout_00,False,0,3,False,True,True,True,True,True,True,0.02,0
P1V6RC1_970102_E5_REGRASP_OFFSET_LEFT_P40_97110204_RC2_OBJECT_COMPENSATED_STAGED,970102,E5_REGRASP_OFFSET_LEFT_P40,97110204,RC2_OBJECT_COMPENSATED_STAGED,MUJOCO_CONSTRAINT_ASSISTED_TABLETOP_V6,TRANSLATION_COMPENSATED_FIXED_ORIENTATION,"[""loop0_regrasp_failed"", ""cycles_complete=0""]",0,/home/__compress_data/xushijie/graph_pathgraph_p1_v6rc1_data/development/RC2_OBJECT_COMPENSATED_STAGED/F970102/E5_REGRASP_OFFSET_LEFT_P40/rollout_00,False,0,1,False,True,True,True,True,True,True,,0
P1V6RC1_970102_E6_REGRASP_OFFSET_RIGHT_P40_97110205_RC2_OBJECT_COMPENSATED_STAGED,970102,E6_REGRASP_OFFSET_RIGHT_P40,97110205,RC2_OBJECT_COMPENSATED_STAGED,MUJOCO_CONSTRAINT_ASSISTED_TABLETOP_V6,TRANSLATION_COMPENSATED_FIXED_ORIENTATION,"[""loop0_regrasp_failed"", ""cycles_complete=0""]",0,/home/__compress_data/xushijie/graph_pathgraph_p1_v6rc1_data/development/RC2_OBJECT_COMPENSATED_STAGED/F970102/E6_REGRASP_OFFSET_RIGHT_P40/rollout_00,False,0,1,False,True,True,True,True,True,True,,0
P1V6RC1_970103_E1_LOSS_RETURN_P40_97110300_RC2_OBJECT_COMPENSATED_STAGED,970103,E1_LOSS_RETURN_P40,97110300,RC2_OBJECT_COMPENSATED_STAGED,MUJOCO_CONSTRAINT_ASSISTED_TABLETOP_V6,TRANSLATION_COMPENSATED_FIXED_ORIENTATION,"[""loop0_RETURN_TIMEOUT"", ""cycles_complete=0""]",1,/home/__compress_data/xushijie/graph_pathgraph_p1_v6rc1_data/development/RC2_OBJECT_COMPENSATED_STAGED/F970103/E1_LOSS_RETURN_P40/rollout_00,False,0,1,False,True,True,True,True,True,True,1.7800000000000011,0
P1V6RC1_970103_E2_LOSS_RETURN_P80_97110301_RC2_OBJECT_COMPENSATED_STAGED,970103,E2_LOSS_RETURN_P80,97110301,RC2_OBJECT_COMPENSATED_STAGED,MUJOCO_CONSTRAINT_ASSISTED_TABLETOP_V6,TRANSLATION_COMPENSATED_FIXED_ORIENTATION,"[""loop0_RETURN_TIMEOUT"", ""cycles_complete=0""]",1,/home/__compress_data/xushijie/graph_pathgraph_p1_v6rc1_data/development/RC2_OBJECT_COMPENSATED_STAGED/F970103/E2_LOSS_RETURN_P80/rollout_00,False,0,1,False,True,True,True,True,True,True,1.7800000000000011,0
P1V6RC1_970103_E3_THREE_RETURNS_P40_97110302_RC2_OBJECT_COMPENSATED_STAGED,970103,E3_THREE_RETURNS_P40,97110302,RC2_OBJECT_COMPENSATED_STAGED,MUJOCO_CONSTRAINT_ASSISTED_TABLETOP_V6,TRANSLATION_COMPENSATED_FIXED_ORIENTATION,"[""loop0_RETURN_TIMEOUT"", ""cycles_complete=0""]",1,/home/__compress_data/xushijie/graph_pathgraph_p1_v6rc1_data/development/RC2_OBJECT_COMPENSATED_STAGED/F970103/E3_THREE_RETURNS_P40/rollout_00,False,0,3,False,True,True,True,True,True,True,1.7800000000000011,0
P1V6RC1_970103_E4_THREE_RETURNS_P80_97110303_RC2_OBJECT_COMPENSATED_STAGED,970103,E4_THREE_RETURNS_P80,97110303,RC2_OBJECT_COMPENSATED_STAGED,MUJOCO_CONSTRAINT_ASSISTED_TABLETOP_V6,TRANSLATION_COMPENSATED_FIXED_ORIENTATION,"[""loop0_RETURN_TIMEOUT"", ""cycles_complete=0""]",1,/home/__compress_data/xushijie/graph_pathgraph_p1_v6rc1_data/development/RC2_OBJECT_COMPENSATED_STAGED/F970103/E4_THREE_RETURNS_P80/rollout_00,False,0,3,False,True,True,True,True,True,True,1.7800000000000011,0
P1V6RC1_970103_E5_REGRASP_OFFSET_LEFT_P40_97110304_RC2_OBJECT_COMPENSATED_STAGED,970103,E5_REGRASP_OFFSET_LEFT_P40,97110304,RC2_OBJECT_COMPENSATED_STAGED,MUJOCO_CONSTRAINT_ASSISTED_TABLETOP_V6,TRANSLATION_COMPENSATED_FIXED_ORIENTATION,"[""loop0_regrasp_failed"", ""cycles_complete=0""]",0,/home/__compress_data/xushijie/graph_pathgraph_p1_v6rc1_data/development/RC2_OBJECT_COMPENSATED_STAGED/F970103/E5_REGRASP_OFFSET_LEFT_P40/rollout_00,False,0,1,False,True,True,True,True,True,True,,0
P1V6RC1_970103_E6_REGRASP_OFFSET_RIGHT_P40_97110305_RC2_OBJECT_COMPENSATED_STAGED,970103,E6_REGRASP_OFFSET_RIGHT_P40,97110305,RC2_OBJECT_COMPENSATED_STAGED,MUJOCO_CONSTRAINT_ASSISTED_TABLETOP_V6,TRANSLATION_COMPENSATED_FIXED_ORIENTATION,"[""loop0_regrasp_failed"", ""cycles_complete=0""]",0,/home/__compress_data/xushijie/graph_pathgraph_p1_v6rc1_data/development/RC2_OBJECT_COMPENSATED_STAGED/F970103/E6_REGRASP_OFFSET_RIGHT_P40/rollout_00,False,0,1,False,True,True,True,True,True,True,,0
P1V6RC1_970103_E7_NO_LOSS_OUT_AND_BACK_97110306_RC2_OBJECT_COMPENSATED_STAGED,970103,E7_NO_LOSS_OUT_AND_BACK,97110306,RC2_OBJECT_COMPENSATED_STAGED,MUJOCO_CONSTRAINT_ASSISTED_TABLETOP_V6,TRANSLATION_COMPENSATED_FIXED_ORIENTATION,[],1,/home/__compress_data/xushijie/graph_pathgraph_p1_v6rc1_data/development/RC2_OBJECT_COMPENSATED_STAGED/F970103/E7_NO_LOSS_OUT_AND_BACK/rollout_00,False,0,1,False,True,True,True,True,True,True,0.02,0
P1V6RC1_970100_E1_LOSS_RETURN_P40_97110000_RC3_OBJECT_ERROR_SERVO,970100,E1_LOSS_RETURN_P40,97110000,RC3_OBJECT_ERROR_SERVO,MUJOCO_CONSTRAINT_ASSISTED_TABLETOP_V6,TRANSLATION_COMPENSATED_FIXED_ORIENTATION,"[""loop0_RETURN_TIMEOUT"", ""cycles_complete=0""]",1,/home/__compress_data/xushijie/graph_pathgraph_p1_v6rc1_data/development/RC3_OBJECT_ERROR_SERVO/F970100/E1_LOSS_RETURN_P40/rollout_00,False,0,1,False,True,True,True,True,True,True,2.0000000000000013,0
P1V6RC1_970100_E2_LOSS_RETURN_P80_97110001_RC3_OBJECT_ERROR_SERVO,970100,E2_LOSS_RETURN_P80,97110001,RC3_OBJECT_ERROR_SERVO,MUJOCO_CONSTRAINT_ASSISTED_TABLETOP_V6,TRANSLATION_COMPENSATED_FIXED_ORIENTATION,"[""loop0_RETURN_TIMEOUT"", ""cycles_complete=0""]",1,/home/__compress_data/xushijie/graph_pathgraph_p1_v6rc1_data/development/RC3_OBJECT_ERROR_SERVO/F970100/E2_LOSS_RETURN_P80/rollout_00,False,0,1,False,True,True,True,True,True,True,2.0000000000000013,0
P1V6RC1_970100_E3_THREE_RETURNS_P40_97110002_RC3_OBJECT_ERROR_SERVO,970100,E3_THREE_RETURNS_P40,97110002,RC3_OBJECT_ERROR_SERVO,MUJOCO_CONSTRAINT_ASSISTED_TABLETOP_V6,TRANSLATION_COMPENSATED_FIXED_ORIENTATION,"[""loop0_RETURN_TIMEOUT"", ""cycles_complete=0""]",1,/home/__compress_data/xushijie/graph_pathgraph_p1_v6rc1_data/development/RC3_OBJECT_ERROR_SERVO/F970100/E3_THREE_RETURNS_P40/rollout_00,False,0,3,False,True,True,True,True,True,True,2.0000000000000013,0
P1V6RC1_970100_E4_THREE_RETURNS_P80_97110003_RC3_OBJECT_ERROR_SERVO,970100,E4_THREE_RETURNS_P80,97110003,RC3_OBJECT_ERROR_SERVO,MUJOCO_CONSTRAINT_ASSISTED_TABLETOP_V6,TRANSLATION_COMPENSATED_FIXED_ORIENTATION,"[""loop0_RETURN_TIMEOUT"", ""cycles_complete=0""]",1,/home/__compress_data/xushijie/graph_pathgraph_p1_v6rc1_data/development/RC3_OBJECT_ERROR_SERVO/F970100/E4_THREE_RETURNS_P80/rollout_00,False,0,3,False,True,True,True,True,True,True,2.0000000000000013,0
P1V6RC1_970100_E5_REGRASP_OFFSET_LEFT_P40_97110004_RC3_OBJECT_ERROR_SERVO,970100,E5_REGRASP_OFFSET_LEFT_P40,97110004,RC3_OBJECT_ERROR_SERVO,MUJOCO_CONSTRAINT_ASSISTED_TABLETOP_V6,TRANSLATION_COMPENSATED_FIXED_ORIENTATION,"[""loop0_regrasp_failed"", ""cycles_complete=0""]",0,/home/__compress_data/xushijie/graph_pathgraph_p1_v6rc1_data/development/RC3_OBJECT_ERROR_SERVO/F970100/E5_REGRASP_OFFSET_LEFT_P40/rollout_00,False,0,1,False,True,True,True,True,True,True,,0
P1V6RC1_970100_E6_REGRASP_OFFSET_RIGHT_P40_97110005_RC3_OBJECT_ERROR_SERVO,970100,E6_REGRASP_OFFSET_RIGHT_P40,97110005,RC3_OBJECT_ERROR_SERVO,MUJOCO_CONSTRAINT_ASSISTED_TABLETOP_V6,TRANSLATION_COMPENSATED_FIXED_ORIENTATION,"[""loop0_regrasp_failed"", ""cycles_complete=0""]",0,/home/__compress_data/xushijie/graph_pathgraph_p1_v6rc1_data/development/RC3_OBJECT_ERROR_SERVO/F970100/E6_REGRASP_OFFSET_RIGHT_P40/rollout_00,False,0,1,False,True,True,True,True,True,True,,0
P1V6RC1_970100_E7_NO_LOSS_OUT_AND_BACK_97110006_RC3_OBJECT_ERROR_SERVO,970100,E7_NO_LOSS_OUT_AND_BACK,97110006,RC3_OBJECT_ERROR_SERVO,MUJOCO_CONSTRAINT_ASSISTED_TABLETOP_V6,TRANSLATION_COMPENSATED_FIXED_ORIENTATION,[],1,/home/__compress_data/xushijie/graph_pathgraph_p1_v6rc1_data/development/RC3_OBJECT_ERROR_SERVO/F970100/E7_NO_LOSS_OUT_AND_BACK/rollout_00,False,0,1,False,True,True,True,True,True,True,0.02,0
P1V6RC1_970101_E1_LOSS_RETURN_P40_97110100_RC3_OBJECT_ERROR_SERVO,970101,E1_LOSS_RETURN_P40,97110100,RC3_OBJECT_ERROR_SERVO,MUJOCO_CONSTRAINT_ASSISTED_TABLETOP_V6,TRANSLATION_COMPENSATED_FIXED_ORIENTATION,"[""loop0_RETURN_TIMEOUT"", ""cycles_complete=0""]",1,/home/__compress_data/xushijie/graph_pathgraph_p1_v6rc1_data/development/RC3_OBJECT_ERROR_SERVO/F970101/E1_LOSS_RETURN_P40/rollout_00,False,0,1,False,True,True,True,True,True,True,2.0000000000000013,0
P1V6RC1_970101_E2_LOSS_RETURN_P80_97110101_RC3_OBJECT_ERROR_SERVO,970101,E2_LOSS_RETURN_P80,97110101,RC3_OBJECT_ERROR_SERVO,MUJOCO_CONSTRAINT_ASSISTED_TABLETOP_V6,TRANSLATION_COMPENSATED_FIXED_ORIENTATION,"[""loop0_RETURN_TIMEOUT"", ""cycles_complete=0""]",1,/home/__compress_data/xushijie/graph_pathgraph_p1_v6rc1_data/development/RC3_OBJECT_ERROR_SERVO/F970101/E2_LOSS_RETURN_P80/rollout_00,False,0,1,False,True,True,True,True,True,True,2.0000000000000013,0
P1V6RC1_970101_E3_THREE_RETURNS_P40_97110102_RC3_OBJECT_ERROR_SERVO,970101,E3_THREE_RETURNS_P40,97110102,RC3_OBJECT_ERROR_SERVO,MUJOCO_CONSTRAINT_ASSISTED_TABLETOP_V6,TRANSLATION_COMPENSATED_FIXED_ORIENTATION,"[""loop0_RETURN_TIMEOUT"", ""cycles_complete=0""]",1,/home/__compress_data/xushijie/graph_pathgraph_p1_v6rc1_data/development/RC3_OBJECT_ERROR_SERVO/F970101/E3_THREE_RETURNS_P40/rollout_00,False,0,3,False,True,True,True,True,True,True,2.0000000000000013,0
P1V6RC1_970101_E4_THREE_RETURNS_P80_97110103_RC3_OBJECT_ERROR_SERVO,970101,E4_THREE_RETURNS_P80,97110103,RC3_OBJECT_ERROR_SERVO,MUJOCO_CONSTRAINT_ASSISTED_TABLETOP_V6,TRANSLATION_COMPENSATED_FIXED_ORIENTATION,"[""loop0_RETURN_TIMEOUT"", ""cycles_complete=0""]",1,/home/__compress_data/xushijie/graph_pathgraph_p1_v6rc1_data/development/RC3_OBJECT_ERROR_SERVO/F970101/E4_THREE_RETURNS_P80/rollout_00,False,0,3,False,True,True,True,True,True,True,2.0000000000000013,0
P1V6RC1_970101_E5_REGRASP_OFFSET_LEFT_P40_97110104_RC3_OBJECT_ERROR_SERVO,970101,E5_REGRASP_OFFSET_LEFT_P40,97110104,RC3_OBJECT_ERROR_SERVO,MUJOCO_CONSTRAINT_ASSISTED_TABLETOP_V6,TRANSLATION_COMPENSATED_FIXED_ORIENTATION,"[""loop0_regrasp_failed"", ""cycles_complete=0""]",0,/home/__compress_data/xushijie/graph_pathgraph_p1_v6rc1_data/development/RC3_OBJECT_ERROR_SERVO/F970101/E5_REGRASP_OFFSET_LEFT_P40/rollout_00,False,0,1,False,True,True,True,True,True,True,,0
P1V6RC1_970101_E6_REGRASP_OFFSET_RIGHT_P40_97110105_RC3_OBJECT_ERROR_SERVO,970101,E6_REGRASP_OFFSET_RIGHT_P40,97110105,RC3_OBJECT_ERROR_SERVO,MUJOCO_CONSTRAINT_ASSISTED_TABLETOP_V6,TRANSLATION_COMPENSATED_FIXED_ORIENTATION,"[""loop0_regrasp_failed"", ""cycles_complete=0""]",0,/home/__compress_data/xushijie/graph_pathgraph_p1_v6rc1_data/development/RC3_OBJECT_ERROR_SERVO/F970101/E6_REGRASP_OFFSET_RIGHT_P40/rollout_00,False,0,1,False,True,True,True,True,True,True,,0
P1V6RC1_970101_E7_NO_LOSS_OUT_AND_BACK_97110106_RC3_OBJECT_ERROR_SERVO,970101,E7_NO_LOSS_OUT_AND_BACK,97110106,RC3_OBJECT_ERROR_SERVO,MUJOCO_CONSTRAINT_ASSISTED_TABLETOP_V6,TRANSLATION_COMPENSATED_FIXED_ORIENTATION,[],1,/home/__compress_data/xushijie/graph_pathgraph_p1_v6rc1_data/development/RC3_OBJECT_ERROR_SERVO/F970101/E7_NO_LOSS_OUT_AND_BACK/rollout_00,False,0,1,False,True,True,True,True,True,True,0.02,0
P1V6RC1_970102_E1_LOSS_RETURN_P40_97110200_RC3_OBJECT_ERROR_SERVO,970102,E1_LOSS_RETURN_P40,97110200,RC3_OBJECT_ERROR_SERVO,MUJOCO_CONSTRAINT_ASSISTED_TABLETOP_V6,TRANSLATION_COMPENSATED_FIXED_ORIENTATION,"[""loop0_RETURN_TIMEOUT"", ""cycles_complete=0""]",1,/home/__compress_data/xushijie/graph_pathgraph_p1_v6rc1_data/development/RC3_OBJECT_ERROR_SERVO/F970102/E1_LOSS_RETURN_P40/rollout_00,False,0,1,False,True,True,True,True,True,True,2.0000000000000013,0
P1V6RC1_970102_E2_LOSS_RETURN_P80_97110201_RC3_OBJECT_ERROR_SERVO,970102,E2_LOSS_RETURN_P80,97110201,RC3_OBJECT_ERROR_SERVO,MUJOCO_CONSTRAINT_ASSISTED_TABLETOP_V6,TRANSLATION_COMPENSATED_FIXED_ORIENTATION,"[""loop0_HOLD_LOST_ABORT"", ""cycles_complete=0""]",1,/home/__compress_data/xushijie/graph_pathgraph_p1_v6rc1_data/development/RC3_OBJECT_ERROR_SERVO/F970102/E2_LOSS_RETURN_P80/rollout_00,False,0,1,False,True,True,True,True,True,True,0.02,0
P1V6RC1_970102_E3_THREE_RETURNS_P40_97110202_RC3_OBJECT_ERROR_SERVO,970102,E3_THREE_RETURNS_P40,97110202,RC3_OBJECT_ERROR_SERVO,MUJOCO_CONSTRAINT_ASSISTED_TABLETOP_V6,TRANSLATION_COMPENSATED_FIXED_ORIENTATION,"[""loop0_RETURN_TIMEOUT"", ""cycles_complete=0""]",1,/home/__compress_data/xushijie/graph_pathgraph_p1_v6rc1_data/development/RC3_OBJECT_ERROR_SERVO/F970102/E3_THREE_RETURNS_P40/rollout_00,False,0,3,False,True,True,True,True,True,True,2.0000000000000013,0
P1V6RC1_970102_E4_THREE_RETURNS_P80_97110203_RC3_OBJECT_ERROR_SERVO,970102,E4_THREE_RETURNS_P80,97110203,RC3_OBJECT_ERROR_SERVO,MUJOCO_CONSTRAINT_ASSISTED_TABLETOP_V6,TRANSLATION_COMPENSATED_FIXED_ORIENTATION,"[""loop0_HOLD_LOST_ABORT"", ""cycles_complete=0""]",1,/home/__compress_data/xushijie/graph_pathgraph_p1_v6rc1_data/development/RC3_OBJECT_ERROR_SERVO/F970102/E4_THREE_RETURNS_P80/rollout_00,False,0,3,False,True,True,True,True,True,True,0.02,0
P1V6RC1_970102_E5_REGRASP_OFFSET_LEFT_P40_97110204_RC3_OBJECT_ERROR_SERVO,970102,E5_REGRASP_OFFSET_LEFT_P40,97110204,RC3_OBJECT_ERROR_SERVO,MUJOCO_CONSTRAINT_ASSISTED_TABLETOP_V6,TRANSLATION_COMPENSATED_FIXED_ORIENTATION,"[""loop0_regrasp_failed"", ""cycles_complete=0""]",0,/home/__compress_data/xushijie/graph_pathgraph_p1_v6rc1_data/development/RC3_OBJECT_ERROR_SERVO/F970102/E5_REGRASP_OFFSET_LEFT_P40/rollout_00,False,0,1,False,True,True,True,True,True,True,,0
P1V6RC1_970102_E6_REGRASP_OFFSET_RIGHT_P40_97110205_RC3_OBJECT_ERROR_SERVO,970102,E6_REGRASP_OFFSET_RIGHT_P40,97110205,RC3_OBJECT_ERROR_SERVO,MUJOCO_CONSTRAINT_ASSISTED_TABLETOP_V6,TRANSLATION_COMPENSATED_FIXED_ORIENTATION,"[""loop0_regrasp_failed"", ""cycles_complete=0""]",0,/home/__compress_data/xushijie/graph_pathgraph_p1_v6rc1_data/development/RC3_OBJECT_ERROR_SERVO/F970102/E6_REGRASP_OFFSET_RIGHT_P40/rollout_00,False,0,1,False,True,True,True,True,True,True,,0
P1V6RC1_970102_E7_NO_LOSS_OUT_AND_BACK_97110206_RC3_OBJECT_ERROR_SERVO,970102,E7_NO_LOSS_OUT_AND_BACK,97110206,RC3_OBJECT_ERROR_SERVO,MUJOCO_CONSTRAINT_ASSISTED_TABLETOP_V6,TRANSLATION_COMPENSATED_FIXED_ORIENTATION,[],1,/home/__compress_data/xushijie/graph_pathgraph_p1_v6rc1_data/development/RC3_OBJECT_ERROR_SERVO/F970102/E7_NO_LOSS_OUT_AND_BACK/rollout_00,False,0,1,False,True,True,True,True,True,True,2.0000000000000013,0
P1V6RC1_970103_E1_LOSS_RETURN_P40_97110300_RC3_OBJECT_ERROR_SERVO,970103,E1_LOSS_RETURN_P40,97110300,RC3_OBJECT_ERROR_SERVO,MUJOCO_CONSTRAINT_ASSISTED_TABLETOP_V6,TRANSLATION_COMPENSATED_FIXED_ORIENTATION,"[""loop0_RETURN_TIMEOUT"", ""cycles_complete=0""]",1,/home/__compress_data/xushijie/graph_pathgraph_p1_v6rc1_data/development/RC3_OBJECT_ERROR_SERVO/F970103/E1_LOSS_RETURN_P40/rollout_00,False,0,1,False,True,True,True,True,True,True,2.0000000000000013,0
P1V6RC1_970103_E2_LOSS_RETURN_P80_97110301_RC3_OBJECT_ERROR_SERVO,970103,E2_LOSS_RETURN_P80,97110301,RC3_OBJECT_ERROR_SERVO,MUJOCO_CONSTRAINT_ASSISTED_TABLETOP_V6,TRANSLATION_COMPENSATED_FIXED_ORIENTATION,"[""loop0_RETURN_TIMEOUT"", ""cycles_complete=0""]",1,/home/__compress_data/xushijie/graph_pathgraph_p1_v6rc1_data/development/RC3_OBJECT_ERROR_SERVO/F970103/E2_LOSS_RETURN_P80/rollout_00,False,0,1,False,True,True,True,True,True,True,2.0000000000000013,0
P1V6RC1_970103_E3_THREE_RETURNS_P40_97110302_RC3_OBJECT_ERROR_SERVO,970103,E3_THREE_RETURNS_P40,97110302,RC3_OBJECT_ERROR_SERVO,MUJOCO_CONSTRAINT_ASSISTED_TABLETOP_V6,TRANSLATION_COMPENSATED_FIXED_ORIENTATION,"[""loop0_RETURN_TIMEOUT"", ""cycles_complete=0""]",1,/home/__compress_data/xushijie/graph_pathgraph_p1_v6rc1_data/development/RC3_OBJECT_ERROR_SERVO/F970103/E3_THREE_RETURNS_P40/rollout_00,False,0,3,False,True,True,True,True,True,True,2.0000000000000013,0
P1V6RC1_970103_E4_THREE_RETURNS_P80_97110303_RC3_OBJECT_ERROR_SERVO,970103,E4_THREE_RETURNS_P80,97110303,RC3_OBJECT_ERROR_SERVO,MUJOCO_CONSTRAINT_ASSISTED_TABLETOP_V6,TRANSLATION_COMPENSATED_FIXED_ORIENTATION,"[""loop0_RETURN_TIMEOUT"", ""cycles_complete=0""]",1,/home/__compress_data/xushijie/graph_pathgraph_p1_v6rc1_data/development/RC3_OBJECT_ERROR_SERVO/F970103/E4_THREE_RETURNS_P80/rollout_00,False,0,3,False,True,True,True,True,True,True,2.0000000000000013,0
P1V6RC1_970103_E5_REGRASP_OFFSET_LEFT_P40_97110304_RC3_OBJECT_ERROR_SERVO,970103,E5_REGRASP_OFFSET_LEFT_P40,97110304,RC3_OBJECT_ERROR_SERVO,MUJOCO_CONSTRAINT_ASSISTED_TABLETOP_V6,TRANSLATION_COMPENSATED_FIXED_ORIENTATION,"[""loop0_regrasp_failed"", ""cycles_complete=0""]",0,/home/__compress_data/xushijie/graph_pathgraph_p1_v6rc1_data/development/RC3_OBJECT_ERROR_SERVO/F970103/E5_REGRASP_OFFSET_LEFT_P40/rollout_00,False,0,1,False,True,True,True,True,True,True,,0
P1V6RC1_970103_E6_REGRASP_OFFSET_RIGHT_P40_97110305_RC3_OBJECT_ERROR_SERVO,970103,E6_REGRASP_OFFSET_RIGHT_P40,97110305,RC3_OBJECT_ERROR_SERVO,MUJOCO_CONSTRAINT_ASSISTED_TABLETOP_V6,TRANSLATION_COMPENSATED_FIXED_ORIENTATION,"[""loop0_regrasp_failed"", ""cycles_complete=0""]",0,/home/__compress_data/xushijie/graph_pathgraph_p1_v6rc1_data/development/RC3_OBJECT_ERROR_SERVO/F970103/E6_REGRASP_OFFSET_RIGHT_P40/rollout_00,False,0,1,False,True,True,True,True,True,True,,0
P1V6RC1_970103_E7_NO_LOSS_OUT_AND_BACK_97110306_RC3_OBJECT_ERROR_SERVO,970103,E7_NO_LOSS_OUT_AND_BACK,97110306,RC3_OBJECT_ERROR_SERVO,MUJOCO_CONSTRAINT_ASSISTED_TABLETOP_V6,TRANSLATION_COMPENSATED_FIXED_ORIENTATION,[],1,/home/__compress_data/xushijie/graph_pathgraph_p1_v6rc1_data/development/RC3_OBJECT_ERROR_SERVO/F970103/E7_NO_LOSS_OUT_AND_BACK/rollout_00,False,0,1,False,True,True,True,True,True,True,0.02,0
